rsrp_mean_dbm,c7_speed_hint,noncolocated_neighbor_count,sinr_degradation_db,dist_max_m,rb_min,rsrp_10th_percentile,noncolocated_strong_neighbor_gnodeb_count_mean,noncolocated_strong_neighbor_gnodeb_count_max,handover_tp_delta_mean,handover_count,ping_pong_handover_count,frequent_handover_flag,handover_rsrp_delta_mean,avg_throughput_change_after_handover,rb_tp_correlation,overshoot_flag,handover_improves_tp_flag,rsrp_advantage_of_best_neighbor,rsrp_min_dbm,speed_above_40_flag,speed_mean_kmh,throughput_improved_by_handover,high_interference_power_ratio_flag,throughput_variance_across_cells,ping_pong_detected,fast_low_tp_ratio,high_rb_low_tp_ratio_v2,dist_p95_m,serving_total_tilt_deg,tp_drop_with_high_rb_ratio,abnormal_path_loss,serving_electronic_tilt_deg,speed_max_kmh,tp_samples_below_600,strong_neighbor_noncolocated_share,tilt_to_beamwidth_ratio,rb_mean,answer,id
-80.345,True,2,-2.8669999999999973,52.10531362934195,210.27,-86.53,0.0,0,13.159999999999968,1,0,False,-2.530000000000001,13.159999999999968,-0.1388641376153974,False,False,-18.39500000000001,-88.38,True,34.4,False,False,219.75166666666678,False,0.75,0.3,46.83508301062563,11.0,1.0,True,9.0,74.0,3,0.0,1.8333333333333333,211.004,C7,ID_HKXOGZ7785
-84.96,False,0,14.621000000000006,64.47463181290121,189.96,-86.79,0.0,0,85.95999999999998,1,0,False,-2.1400000000000006,85.95999999999998,-0.34001797618885476,False,True,-4.13333333333334,-87.13,False,14.0,True,True,184.2933333333334,False,0.0,0.4,64.0327091390691,,1.0,False,,30.0,4,0.0,,207.131,C6,ID_FOFNOQ7YTE
-82.81,False,4,10.211999999999998,2828.376626495135,205.11,-87.67,0.2,1,41.48999999999995,2,0,False,5.275000000000006,41.48999999999995,-0.22212144073572343,True,False,-9.091111111111104,-89.13,False,18.5,False,True,666.295,False,0.0,0.4,2828.376626495135,21.0,1.0,True,11.0,29.0,4,0.6666666666666666,3.5,210.537,C2,ID_0BX5DYZD39
-84.784,True,2,-2.7900000000000063,80.46428952643336,210.81,-86.87,0.0,0,24.620000000000005,1,0,False,-0.46999999999999886,24.620000000000005,0.17720178913518478,False,False,-1.6059999999999945,-87.34,True,34.1,False,True,263.9247619047619,False,1.0,0.4,79.75392897665635,11.0,1.0,True,6.0,71.0,4,0.0,1.8333333333333333,211.216,C7,ID_C7RM8J7UGT
-82.87100000000001,False,3,4.803999999999991,146.1344658431489,171.17,-88.03,0.0,0,233.40999999999997,1,0,False,-8.159999999999997,233.40999999999997,0.051395120462639644,False,True,1.7050000000000125,-88.89,False,25.9,True,True,13.170000000000073,False,0.0,0.3333333333333333,60.59156750361318,25.0,0.75,True,6.0,39.0,4,0.0,2.0833333333333335,197.706,C3,ID_1LU1GQKRM6
-87.753,True,1,-8.019000000000002,358.3105058957854,193.0,-89.25,0.0,0,35.95999999999998,1,0,False,-1.940000000000012,35.95999999999998,-0.014346592081454855,False,False,-18.161,-89.48,True,38.4,False,False,134.77600000000007,False,1.0,0.4,358.3105058957854,21.0,1.0,True,11.0,74.0,4,0.0,3.5,208.922,C7,ID_R1C9OFX6LP
-81.04,False,3,10.652999999999993,165.84308872958798,207.41,-87.17,0.4,1,-121.6,1,0,False,-6.939999999999998,-121.6,0.41496805049630525,False,False,-5.811428571428564,-87.23,False,19.1,False,True,293.74904761904764,False,0.0,0.4,163.26665855163378,11.0,1.0,True,9.0,36.0,4,0.4444444444444444,1.8333333333333333,209.511,C4,ID_UJCCC7ZXWL
-87.30199999999999,False,2,-11.539999999999992,1698.4077562604034,198.74,-89.33,0.0,0,7.819999999999936,2,0,False,0.2150000000000034,7.819999999999936,0.12288393571453933,True,False,-23.545500000000004,-89.36,False,19.7,False,False,519.5925,False,0.0,0.4,1698.4077562604034,14.0,1.0,True,9.0,33.0,4,0.0,2.3333333333333335,204.633,C2,ID_QU7GKMVBF5
-82.369,False,4,13.858,245.26172054960114,174.8,-87.31,0.3,1,168.75,1,0,False,-2.269999999999996,168.75,-0.26286341269159597,False,True,0.32500000000000284,-89.58,False,22.2,True,True,183.072,False,0.0,0.375,241.40496401528492,53.0,0.75,True,9.0,38.0,4,0.42857142857142855,4.416666666666667,201.165,C3,ID_NEU20PLXQK
-77.544,False,5,19.052000000000003,122.37886186366163,182.3,-81.43,0.1,1,128.79999999999995,1,0,False,-10.739999999999995,128.79999999999995,0.5386548349972498,False,True,0.6140000000000043,-87.78,False,18.8,True,True,4.839999999999918,False,0.0,0.4,120.16448882213159,25.0,1.0,True,6.0,38.0,4,0.1111111111111111,4.166666666666667,192.578,C3,ID_4NPSIR5L53
-85.972,False,2,-1.045999999999994,3101.268245336588,208.59,-87.43,0.0,0,5.614999999999895,2,0,False,-1.4200000000000088,5.614999999999895,0.1196839174560437,True,False,-14.584666666666678,-89.88,False,19.4,False,False,780.4824999999998,False,0.0,0.4,3101.268245336588,11.0,1.0,True,9.0,37.0,4,0.0,1.8333333333333333,210.639,C2,ID_1WVH8KPA4T
-85.076,False,2,-9.162999999999993,207.2647095230985,161.17,-86.52,0.4,1,-43.94,1,0,False,-1.8299999999999983,-43.94,0.40494306216332815,False,False,-19.995000000000005,-88.35,False,16.2,False,True,278.1466666666666,False,0.0,0.3333333333333333,207.2647095230985,14.0,0.75,True,9.0,35.0,4,1.0,2.3333333333333335,197.24,C4,ID_BWVRXVQE9Q
-81.896,True,2,12.328,305.9981553121057,189.37,-85.17,0.1,1,7.2900000000000205,1,0,False,0.5999999999999943,7.2900000000000205,0.5980449950668888,False,False,-1.4923333333333346,-85.77,True,35.1,False,True,134.19916666666666,False,1.0,0.4,300.30162620548816,8.0,1.0,True,8.0,76.0,4,0.125,1.3333333333333333,202.379,C7,ID_0YPJON1GHW
-84.96,True,3,14.621000000000006,72.94707543331104,189.96,-86.79,0.0,0,85.95999999999998,1,0,False,-2.1400000000000006,85.95999999999998,-0.34001797618885476,False,True,-4.257500000000007,-87.13,True,30.0,True,True,184.2933333333334,False,1.0,0.4,71.58335677148015,14.0,1.0,True,4.0,69.0,4,0.0,2.3333333333333335,207.131,C7,ID_4MCV3S8MLN
-83.902,False,7,-2.5710000000000015,2669.6913865478336,192.17,-85.59,0.1,1,149.565,2,0,False,5.210000000000001,149.565,0.313279566465054,True,True,-14.195999999999998,-87.7,False,20.9,True,False,736.115,False,0.0,0.4,2664.831165499278,13.0,1.0,True,12.0,37.0,4,1.0,2.1666666666666665,205.77,C2,ID_GSDA622T4C
-87.018,True,2,-7.568000000000001,207.26736707903353,178.45,-88.34,0.0,0,-88.01999999999998,1,0,False,-2.069999999999993,-88.01999999999998,-0.3672343413691377,False,False,-16.64628571428571,-88.73,True,33.8,False,False,142.5395238095238,False,1.0,0.4444444444444444,207.26736707903353,14.0,1.0,True,9.0,79.0,4,0.0,2.3333333333333335,199.74,C7,ID_LSCO1MRIBD
-86.939,False,2,-7.085999999999991,207.2647095230985,202.83,-89.14,0.0,0,232.63,1,0,False,2.469999999999999,232.63,-0.48571156279796546,False,True,-9.597666666666683,-89.34,False,23.6,True,True,91.00619047619045,False,0.0,0.4,207.2647095230985,14.0,1.0,True,9.0,39.0,4,0.0,2.3333333333333335,206.685,C3,ID_X3QD1XNWP5
-77.452,True,3,1.8170000000000002,141.01621039927517,210.03,-82.04,0.0,0,29.649999999999977,1,0,False,-6.900000000000006,29.649999999999977,0.2936411181891775,False,False,-17.41550000000001,-86.87,True,30.5,False,False,132.02750000000003,False,1.0,0.4,139.66991056971528,8.0,1.0,True,8.0,58.0,4,0.0,1.3333333333333333,210.606,C7,ID_EFLNDZMQJR
-82.137,True,1,2.7219999999999995,58.05857340516083,190.73,-85.57,0.0,0,9.96999999999997,1,0,False,-6.420000000000002,9.96999999999997,-0.12039690856841603,False,False,-2.9980000000000047,-88.7,True,33.8,False,True,101.67583333333334,False,1.0,0.4,57.16924462090263,23.0,1.0,True,7.0,75.0,4,0.0,1.9166666666666667,203.585,C7,ID_OGRFKUPW5Q
-81.894,False,4,6.9119999999999955,293.5880917004637,209.51,-87.01,0.0,0,-12.99666666666667,3,2,True,-0.11333333333333447,-12.99666666666667,-0.5957920178123597,False,False,-8.472666666666655,-87.84,False,22.7,False,False,268.73095238095243,True,0.0,0.4,284.8303224670237,11.0,1.0,True,6.0,37.0,4,0.0,1.8333333333333333,210.84,C5,ID_QYF2KWKMS1
-81.656,False,3,14.577999999999994,149.9542659183589,161.0,-83.85,0.3,1,122.49000000000001,1,0,False,-2.410000000000011,122.49000000000001,0.16384153645197533,False,True,-0.4756666666666547,-86.26,False,23.1,True,True,132.1541666666667,False,0.0,0.3333333333333333,141.4118082415274,14.0,0.75,True,9.0,39.0,4,0.25,2.3333333333333335,201.838,C3,ID_QYZPVN14N6
-87.467,False,0,-3.0119999999999987,33.82382374727209,204.51,-88.3,0.0,0,201.89,1,0,False,-0.7199999999999989,201.89,0.8569372417982285,False,True,-8.207999999999998,-89.02,False,20.2,True,False,32.549999999999955,False,0.0,0.4,32.43442368262097,,1.0,False,,36.0,4,0.0,,207.19400000000002,C6,ID_F4GWV685E7
-87.15,False,2,4.414999999999994,78.73348897074392,204.59,-89.05,0.8,1,40.60000000000002,1,0,False,-3.730000000000004,40.60000000000002,0.38095859329247167,False,False,-2.7733333333333263,-89.54,False,21.6,False,True,5.547500000000014,False,0.0,0.4,78.73348897074392,14.0,1.0,True,4.0,38.0,4,0.5,2.3333333333333335,208.407,C4,ID_S5XH2N7HHU
-86.547,False,5,-10.570999999999998,2829.8040376319245,209.41,-88.72,0.0,0,12.644999999999982,2,0,False,-0.8850000000000051,12.644999999999982,0.20553742894137186,True,False,-15.703000000000003,-89.56,False,14.8,False,False,696.7735,False,0.0,0.4,2829.086454722274,11.0,1.0,True,6.0,33.0,4,0.0,1.8333333333333333,210.469,C2,ID_VJNZBBWW6L
-86.086,False,2,-7.962,207.26736707903353,161.02,-87.25,0.4,1,26.079999999999984,1,0,False,-0.23000000000000398,26.079999999999984,0.16665124852972613,False,False,-19.036,-88.52,False,18.5,False,True,226.7358333333334,False,0.0,0.4444444444444444,207.26736707903353,14.0,1.0,True,9.0,36.0,4,1.0,2.3333333333333335,193.751,C4,ID_ERYI944XVK
-89.569,False,2,-10.059000000000005,207.26736707903353,198.62,-91.15,0.0,0,16.74000000000001,1,0,False,3.9399999999999977,16.74000000000001,0.16709428755915987,False,False,-16.504333333333335,-92.56,False,15.3,False,False,298.43142857142857,False,0.0,0.4,207.26736707903353,14.0,1.0,True,9.0,35.0,4,0.0,2.3333333333333335,206.223,C1,ID_O33P1CNAGW
-81.66799999999999,True,2,5.526000000000007,28.710597396372496,198.53,-85.43,0.1,1,100.28000000000003,1,0,False,2.529999999999987,100.28000000000003,0.47788719120481365,False,True,-4.628666666666675,-87.96,True,36.4,True,True,276.05083333333323,False,1.0,0.4,28.710597396372496,14.0,1.0,True,4.0,74.0,4,0.16666666666666666,2.3333333333333335,208.432,C7,ID_8F5APW38G5
-76.305,False,4,7.978999999999992,2594.5814763882763,181.0,-87.07,0.2,1,263.28000000000003,2,0,False,1.5499999999999972,263.28000000000003,0.31991306237050865,True,True,-9.753749999999997,-88.95,False,16.6,True,True,1016.9725000000003,False,0.0,0.4,2591.666460645176,11.0,1.0,True,6.0,36.0,4,0.5,1.8333333333333333,204.202,C2,ID_MEW6189J1B
-83.014,False,1,-0.4799999999999969,69.87700971408967,210.99,-88.01,0.4,1,-26.210000000000036,1,0,False,1.210000000000008,-26.210000000000036,-0.1043726560914475,False,False,-16.171000000000006,-88.56,False,17.2,False,True,420.5523809523809,False,0.0,0.4,65.80413436060645,8.0,1.0,True,8.0,32.0,4,1.0,1.3333333333333333,211.184,C4,ID_38AT499617
-83.902,False,7,-2.5710000000000015,192.47976382539105,192.17,-85.59,0.0,0,-60.06999999999999,3,2,True,-0.11333333333333447,-60.06999999999999,0.313279566465054,False,False,-9.798000000000002,-87.7,False,20.9,False,False,205.92190476190478,True,0.0,0.4,192.19378769229613,13.0,1.0,True,12.0,37.0,4,0.0,2.1666666666666665,205.77,C5,ID_TBVYNNOWBH
-82.252,False,1,3.0460000000000047,2602.386130539517,196.0,-86.07,0.3,1,265.935,2,0,False,-4.074999999999996,265.935,0.4830351231989931,True,True,-10.991333333333344,-89.21,False,19.7,True,True,1020.6949999999999,False,0.0,0.4,2595.493591121334,8.0,1.0,True,8.0,35.0,4,0.75,1.3333333333333333,209.022,C2,ID_1EB0DGFP07
-83.964,False,5,8.475000000000001,2500.0808979621897,166.0,-87.42,0.4,1,75.22499999999997,2,0,False,5.214999999999996,75.22499999999997,-0.21937393601660288,True,False,-6.016000000000005,-88.58,False,18.4,True,True,788.2850000000001,False,0.0,0.4444444444444444,2498.5094680631737,20.0,1.0,True,9.0,31.0,4,0.5714285714285714,3.3333333333333335,201.69,C2,ID_QJMFRH0157
-82.68299999999999,False,2,11.831000000000007,35.38309218032435,190.87,-85.52,0.2,1,145.52999999999997,1,0,False,-4.109999999999999,145.52999999999997,0.20371581215389067,False,True,2.9329999999999927,-89.63,False,25.1,True,True,85.67750000000001,False,0.0,0.3,29.387510599968053,16.0,1.0,True,12.0,39.0,3,0.18181818181818182,2.6666666666666665,206.955,C3,ID_FCHHTWBXW4
-82.578,False,1,6.753999999999998,120.47897922521634,192.44,-88.02,0.0,0,-36.53000000000001,3,2,True,-1.5499999999999972,-36.53000000000001,-0.5292750922223862,False,False,-9.550333333333327,-88.43,False,21.6,False,False,157.62833333333333,True,0.0,0.4,118.21603868275766,27.0,1.0,True,6.0,38.0,4,0.0,4.5,206.536,C5,ID_MDU5TNIU9G
-85.471,False,0,9.672999999999996,64.98295127973127,204.97,-87.45,0.0,0,-13.189999999999998,1,0,False,-1.5100000000000051,-13.189999999999998,-0.2853600080756727,False,False,-3.423000000000002,-89.54,False,21.4,False,True,181.702,False,0.0,0.4,63.95045550128961,,1.0,False,,36.0,4,0.0,,209.881,C6,ID_O51NFCIH9G
-79.555,False,0,10.281999999999993,20.02281272213864,190.97,-85.39,0.0,0,-18.980000000000018,1,0,False,-4.219999999999999,-18.980000000000018,0.2859677399464586,False,False,-4.31642857142856,-87.92,False,19.9,False,True,241.73761904761898,False,0.0,0.4,17.3598029879213,,1.0,False,,35.0,4,0.0,,207.53300000000002,C6,ID_Q9RFM0OUQ8
-86.156,False,5,-5.052000000000007,2753.8493647066384,183.94,-87.48,0.0,0,10.920000000000016,2,0,False,-2.219999999999999,10.920000000000016,0.5099275176214977,True,False,-21.94971428571428,-89.33,False,18.6,False,False,760.0716666666667,False,0.0,0.4,2753.32312783522,16.0,1.0,True,12.0,39.0,4,0.0,2.6666666666666665,205.699,C2,ID_C97E7TZDX3
-81.983,False,3,-3.9790000000000028,203.337261599437,190.49,-84.51,0.0,0,222.05,1,0,False,-2.1299999999999955,222.05,0.22555141032750986,False,True,-11.834499999999991,-86.64,False,25.0,True,False,187.60416666666663,False,0.0,0.4,201.02611325344284,14.0,1.0,True,9.0,39.0,4,0.0,2.3333333333333335,201.67000000000002,C3,ID_R9RDU5P8UO
-82.455,True,1,10.3,109.43091325072128,183.39,-86.52,0.1,1,-116.90999999999997,1,0,False,1.4699999999999989,-116.90999999999997,-0.39996934313962,False,False,1.0649999999999977,-87.02,True,37.2,False,True,262.9716666666667,False,1.0,0.4,107.27314956143559,20.0,1.0,True,10.0,75.0,4,0.09090909090909091,3.3333333333333335,193.219,C7,ID_TH9HRUXGTP
-86.318,False,2,-7.3969999999999985,207.2647095230985,91.375,-87.66,0.0,0,63.85000000000002,1,0,False,0.0,63.85000000000002,0.8891965065714922,False,False,-20.26533333333333,-87.86,False,16.8,True,False,74.8416666666667,False,0.0,0.0,207.2647095230985,14.0,0.0,True,9.0,32.0,4,0.0,2.3333333333333335,163.08950000000002,C8,ID_2M9MQZF3S8
-81.623,False,3,6.292999999999996,218.83347508630828,160.0,-87.67,0.0,0,200.0,1,0,False,0.710000000000008,16.860000000000014,0.8961523323104343,False,True,-5.300333333333327,-88.17,False,16.9,False,True,385.66190476190474,False,0.0,0.16666666666666666,218.83347508630828,14.0,0.0,True,4.0,33.0,4,0.0,2.3333333333333335,187.554,C3,ID_G7BYL7V20J
-80.714,False,4,9.432,146.66613816963618,92.01,-87.32,0.1,1,0.4900000000000091,1,0,False,-4.900000000000006,0.4900000000000091,0.9838815211181967,False,False,-3.540999999999997,-89.75,False,21.6,False,True,29.036666666666633,False,0.0,0.0,141.12007823316625,13.0,0.0,True,12.0,39.0,4,0.16666666666666666,2.1666666666666665,163.18449999999999,C8,ID_NTFSOIOEOG
-76.93,False,1,20.64999999999999,312.9263476587123,176.0,-81.7,0.3,1,-40.55333333333334,3,2,True,2.523333333333331,-40.55333333333334,0.6846156316591834,False,False,-0.6479999999999961,-88.03,False,25.4,False,True,106.37400000000002,True,0.0,0.3333333333333333,154.83253008492574,13.0,0.75,True,12.0,38.0,4,0.3333333333333333,2.1666666666666665,203.041,C5,ID_CBH917UZP2
-86.496,False,4,-5.561999999999994,2472.892636239677,198.77,-88.3,0.0,0,110.99999999999994,2,0,False,-0.9149999999999991,110.99999999999994,-0.4264860258566919,True,True,-18.828444444444443,-88.97,False,15.6,True,False,830.6614999999999,False,0.0,0.4,2472.892636239677,21.0,1.0,True,11.0,29.0,4,0.0,3.5,208.737,C2,ID_5GUVM4YEWZ
-85.383,False,6,1.6020000000000039,323.65140594076036,203.7,-87.67,0.0,0,-4.769999999999982,3,2,True,-0.5500000000000019,-4.769999999999982,0.37696741341737955,False,False,-11.125,-88.7,False,23.1,False,False,33.30600000000004,True,0.0,0.4,322.4995971226359,21.0,1.0,True,11.0,37.0,4,0.0,3.5,209.476,C5,ID_844T2PSXTK
-73.134,False,3,15.145,2563.835952094175,203.92,-80.22,0.2,1,-237.01500000000001,2,0,False,2.835000000000001,-237.01500000000001,0.46437641343752945,True,False,-13.783777777777772,-87.03,False,20.7,False,False,1042.2405,False,0.0,0.4,2557.035300341371,22.0,1.0,True,10.0,38.0,4,1.0,3.6666666666666665,209.389,C2,ID_342CVK5J6Z
-85.858,False,3,-2.983000000000004,195.96133358979284,167.34,-89.07,0.0,0,76.07,1,0,False,0.9700000000000131,76.07,-0.1824333170989608,False,False,-5.141999999999996,-90.04,False,17.1,True,False,225.21916666666664,False,0.0,0.4444444444444444,191.7426811312001,20.0,1.0,True,9.0,35.0,4,0.0,3.3333333333333335,196.54,C1,ID_I851CU985B
-88.712,False,4,5.627999999999997,139.70438491647022,201.8,-92.72,0.0,0,-19.529999999999973,1,0,False,-0.6499999999999915,-19.529999999999973,-0.29294703496808655,False,False,-3.416333333333327,-93.39,False,16.9,False,True,193.4408333333334,False,0.0,0.4,139.14731610563186,14.0,1.0,True,4.0,34.0,4,0.0,2.3333333333333335,207.011,C1,ID_05YSXSLU2Q
-83.533,False,3,-0.5560000000000009,205.68488457121975,208.18,-86.17,0.0,0,2.5300000000000105,3,2,True,0.23333333333333428,2.5300000000000105,0.1937633567667179,False,False,-16.217,-88.17,False,18.7,False,False,264.4024999999999,True,0.0,0.4,205.65735751339633,16.0,1.0,True,12.0,38.0,4,0.0,2.6666666666666665,210.058,C5,ID_JT0SG47X0A
-81.623,True,3,6.292999999999996,218.83347508630828,160.0,-87.67,0.0,0,0.0,1,0,False,0.710000000000008,0.0,0.9096796123960386,False,False,-5.300333333333327,-88.17,True,32.9,False,True,328.5190476190476,False,1.0,0.16666666666666666,218.83347508630828,14.0,0.0,True,4.0,72.0,4,0.0,2.3333333333333335,187.554,C7,ID_I8NU7NS04A
-84.33,False,5,12.644000000000002,200.06080775144437,189.3,-87.45,0.3,1,-26.80333333333333,3,2,True,-0.2566666666666653,-26.80333333333333,0.2577094902793426,False,False,-2.2933333333333366,-88.71,False,23.4,False,True,281.6719047619047,True,0.0,0.4,200.06080775144437,8.0,1.0,True,6.0,36.0,4,0.3,1.3333333333333333,206.40800000000002,C5,ID_MAHNTU9MKC
-86.547,True,5,-10.570999999999998,120.23846217537921,209.41,-88.72,0.0,0,41.47999999999996,1,0,False,-0.8400000000000034,41.47999999999996,0.20553742894137186,False,False,-11.536333333333332,-89.56,True,30.8,False,False,270.38619047619045,False,1.0,0.4,120.02317324446985,11.0,1.0,True,6.0,73.0,4,0.0,1.8333333333333333,210.469,C7,ID_Z0UH9479AB
-83.107,False,5,5.4879999999999995,134.73963962869823,197.45,-86.52,0.0,0,7.8799999999999955,3,2,True,1.3200000000000027,7.8799999999999955,-0.007497563613880089,False,False,-4.08014285714286,-88.34,False,22.2,False,True,242.63714285714286,True,0.0,0.4,132.79284574358167,14.0,1.0,True,4.0,33.0,4,0.0,2.3333333333333335,208.129,C5,ID_YJT3TZHN4Q
-79.315,False,3,11.254000000000003,310.4595938661376,87.0,-86.98,0.0,0,-239.26999999999998,1,0,False,2.1700000000000017,-239.26999999999998,0.9376073678333465,False,False,-8.215000000000003,-87.33,False,15.7,False,True,173.59142857142865,False,0.0,0.0,235.2244588233707,27.0,0.0,True,13.0,34.0,4,0.0,4.5,161.7065,C8,ID_ZZMOO06PHG
-85.671,False,4,0.27999999999999403,41.21579489717809,181.79,-88.75,0.0,0,-57.170000000000016,1,0,False,6.680000000000007,-57.170000000000016,0.43262461648978107,False,False,-3.8389999999999844,-91.95,False,21.3,False,False,71.91416666666669,False,0.0,0.4,40.56780587020006,14.0,1.0,True,6.0,35.0,4,0.0,2.3333333333333335,201.5,C1,ID_L7441JV5F3
